@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric

@data
2887,'2019/09/19 12:21:54:961',27,-4404532,-4602426,-4866113,-5130056,-5525329,-6051675,-6512229,-7169904,-7695994,-8024446,-4471355,-4537919,-4670276,-4868427,-5263443,-5724252,-6184547,-6776430,-7763071,-12236743,-4538176,-4473412,-4474439,-4606796,-4936018,-5331034,-5922658,-6580334,-11581897,-15790590,-4604998,-4540489,-5595750,-6847360,-5863288,-5662569,-5858405,-6978949,-13624307,-15857152,-4802893,-6121585,-7906486,-8498869,-8828091,-8501698,-10404304,-8366520,-11523042,-13956352,-5132115,-6910843,-11652068,-11850725,-11194073,-11129568,-11520215,-10863830,-12641778,-12187135,-5723482,-5527643,-6581618,-8030095,-7373189,-6517107,-6714487,-9413808,-13431551,-13432576,-6183519,-6118497,-6053731,-6120038,-6318187,-6712945,-7305085,-8028812,-12050929,-13497856,-6774630,-6709607,-6775914,-6842222,-7039858,-7369082,-8027271,-8684433,-9737894,-12962265,-7300206,-7366256,-7432562,-7498868,-7696248,-8156801,-8749197,-9275286,-9735582,-10195366,0
2888,'2019/09/19 12:21:54:993',27,-4404788,-4602426,-4866369,-5130057,-5590866,-6051675,-6512486,-7169905,-7695994,-8024445,-4536891,-4537919,-4604740,-4868426,-5197907,-5658459,-6119011,-6776430,-7763071,-12236487,-4538176,-4473412,-4474439,-4606796,-4936018,-5331034,-5857122,-6580334,-11581897,-15790590,-4604999,-4540489,-5595750,-6847360,-5863289,-5728105,-5792869,-6978950,-13624308,-15857152,-4737357,-6121584,-7972021,-8498869,-8828091,-8435905,-10404305,-8366520,-11523043,-13956352,-5132115,-6910843,-11652068,-11785188,-11193817,-11129569,-11520215,-10863829,-12641778,-12187135,-5657946,-5527643,-6581618,-8030095,-7373189,-6582643,-6714486,-9348271,-13431551,-13432576,-6183520,-6118497,-6053731,-6120038,-6318187,-6712945,-7239549,-8028813,-12050929,-13497856,-6774631,-6709607,-6775658,-6842221,-7039858,-7369082,-8092808,-8684433,-9737895,-12962265,-7300205,-7366255,-7432562,-7498868,-7696249,-8156801,-8749198,-9275286,-9735326,-10195366,0
2889,'2019/09/19 12:21:55:027',27,-4470324,-4602683,-4866369,-5195592,-5525330,-6051675,-6512229,-7169905,-7695994,-7958910,-4536891,-4537919,-4604739,-4868170,-5197650,-5592667,-6118755,-6710894,-7697279,-12236487,-4538176,-4473412,-4474439,-4606796,-4936018,-5331034,-5922658,-6580334,-11581897,-15790590,-4604998,-4540489,-5595749,-6847360,-5863289,-5728361,-5858405,-6978950,-13558771,-15857152,-4737356,-6121584,-7906485,-8498613,-8762555,-8435905,-10404048,-8366521,-11522786,-13956352,-5132115,-6910843,-11652068,-11785188,-11193816,-11129568,-11520214,-10863830,-12641778,-12187135,-5723482,-5527643,-6581617,-8030095,-7373189,-6517107,-6714486,-9413807,-13431551,-13432576,-6183519,-6118497,-6053474,-6120037,-6318187,-6712689,-7305085,-8028813,-12050929,-13497856,-6774631,-6709607,-6710122,-6842221,-6974322,-7369082,-8027271,-8618897,-9737894,-12962266,-7365742,-7366255,-7432561,-7498868,-7696249,-8156801,-8749197,-9275286,-9735582,-10195365,0
2890,'2019/09/19 12:21:55:061',27,-4470325,-4668219,-4866370,-5130057,-5590866,-5986139,-6512229,-7169905,-7695995,-7958653,-4536892,-4537919,-4604740,-4868170,-5132113,-5592666,-6118754,-6710637,-7697278,-12170950,-4538176,-4473668,-4474439,-4606796,-4936018,-5331034,-5857122,-6580334,-11581897,-15790590,-4604998,-4540489,-5595750,-6847360,-5863288,-5728105,-5858406,-6978950,-13624308,-15857152,-4802893,-6121583,-7906485,-8498613,-8828091,-8435906,-10338513,-8366520,-11588322,-13956352,-5132115,-6910844,-11652068,-11785188,-11193817,-11064033,-11520215,-10863829,-12641778,-12121599,-5723482,-5527643,-6581618,-8095631,-7373189,-6517107,-6714230,-9348271,-13431551,-13432576,-6183519,-6118497,-6053475,-6120037,-6318187,-6647153,-7239549,-8028813,-12050929,-13497856,-6774631,-6709607,-6710122,-6842221,-6974322,-7369081,-8092807,-8618896,-9737894,-12962265,-7365741,-7366255,-7432562,-7498612,-7696249,-8091265,-8749197,-9275286,-9735582,-10129830,0
2891,'2019/09/19 12:21:55:094',27,-4470325,-4668219,-4866370,-5130057,-5590866,-5986139,-6512229,-7169905,-7695995,-7958653,-4536892,-4537919,-4604740,-4868170,-5132113,-5592666,-6118754,-6710637,-7697278,-12170950,-4538176,-4473668,-4474439,-4606796,-4936018,-5331034,-5857122,-6580334,-11581897,-15790590,-4604998,-4540489,-5595750,-6847360,-5863288,-5728105,-5858406,-6978950,-13624308,-15857152,-4802893,-6121583,-7906485,-8498613,-8828091,-8435906,-10338513,-8366520,-11588322,-13956352,-5132115,-6910844,-11652068,-11785188,-11193817,-11064033,-11520215,-10863829,-12641778,-12121599,-5723482,-5527643,-6581618,-8095631,-7373189,-6517107,-6714230,-9348271,-13431551,-13432576,-6183519,-6118497,-6053475,-6120037,-6318187,-6647153,-7239549,-8028813,-12050929,-13497856,-6774631,-6709607,-6710122,-6842221,-6974322,-7369081,-8092807,-8618896,-9737894,-12962265,-7365741,-7366255,-7432562,-7498612,-7696249,-8091265,-8749197,-9275286,-9735582,-10129830,0
2892,'2019/09/19 12:21:55:128',27,-4536117,-4668219,-4866370,-5130056,-5525073,-5985883,-6512230,-7169904,-7695995,-7958653,-4536892,-4537919,-4604739,-4802633,-5131857,-5526873,-6052961,-6644844,-7631230,-12170694,-4538176,-4473668,-4474440,-4672332,-4936018,-5331033,-5922658,-6580335,-11581897,-15790590,-4604999,-4540489,-5661286,-6847104,-5863032,-5728105,-5858405,-6978949,-13624308,-15857152,-4737357,-6121584,-7906485,-8498613,-8828091,-8435648,-10338511,-8366520,-11522786,-13956352,-5197651,-6911100,-11652068,-11784932,-11193816,-11129568,-11586008,-10863830,-12641778,-12187135,-5723482,-5527644,-6581618,-8095888,-7373189,-6582643,-6714230,-9348271,-13431551,-13432576,-6183520,-6052961,-6053475,-6120037,-6318187,-6647152,-7239293,-8028812,-12050929,-13497856,-6774631,-6709608,-6710122,-6842221,-6974321,-7369081,-8027271,-8618896,-9737894,-12962265,-7365742,-7366255,-7432562,-7564148,-7696248,-8091265,-8749197,-9275287,-9669790,-10195365,0
2893,'2019/09/19 12:21:55:160',27,-4536117,-4668219,-4866370,-5130056,-5525073,-5985883,-6512230,-7169904,-7695995,-7958653,-4536892,-4537919,-4604739,-4802633,-5131857,-5526873,-6052961,-6644844,-7631230,-12170694,-4538176,-4473668,-4474440,-4672332,-4936018,-5331033,-5922658,-6580335,-11581897,-15790590,-4604999,-4540489,-5661286,-6847104,-5863032,-5728105,-5858405,-6978949,-13624308,-15857152,-4737357,-6121584,-7906485,-8498613,-8828091,-8435648,-10338511,-8366520,-11522786,-13956352,-5197651,-6911100,-11652068,-11784932,-11193816,-11129568,-11586008,-10863830,-12641778,-12187135,-5723482,-5527644,-6581618,-8095888,-7373189,-6582643,-6714230,-9348271,-13431551,-13432576,-6183520,-6052961,-6053475,-6120037,-6318187,-6647152,-7239293,-8028812,-12050929,-13497856,-6774631,-6709608,-6710122,-6842221,-6974321,-7369081,-8027271,-8618896,-9737894,-12962265,-7365742,-7366255,-7432562,-7564148,-7696248,-8091265,-8749197,-9275287,-9669790,-10195365,0
2894,'2019/09/19 12:21:55:194',27,-4470582,-4668220,-4866369,-5130056,-5525073,-5920346,-6512229,-7104368,-7695994,-7958652,-4536892,-4537919,-4604739,-4802633,-5066320,-5461336,-6052961,-6644844,-7631228,-12104901,-4538176,-4473668,-4474439,-4606796,-4936018,-5331034,-5922659,-6580590,-11581897,-15790590,-4604998,-4540489,-5595493,-6781567,-5863032,-5728105,-5858405,-6978949,-13624308,-15857152,-4737357,-6121584,-7906485,-8498612,-8828091,-8370113,-10338512,-8300984,-11522786,-13956352,-5132115,-6911100,-11652069,-11784932,-11193816,-11129568,-11586008,-10863829,-12641778,-12187135,-5657946,-5527643,-6647410,-8095888,-7373189,-6582643,-6714230,-9348271,-13431551,-13432320,-6183519,-6118497,-5987938,-6054501,-6317931,-6647152,-7239292,-8028812,-12050928,-13497856,-6774631,-6709608,-6710121,-6776685,-6974322,-7369081,-8027271,-8618896,-9737894,-12962265,-7300206,-7366255,-7366769,-7498612,-7696249,-8156801,-8749198,-9209751,-9735326,-10195366,0
2895,'2019/09/19 12:21:55:227',27,-4536117,-4668220,-4866370,-5130056,-5459536,-5920090,-6512229,-7169905,-7695994,-7892860,-4536892,-4537919,-4604739,-4802377,-5066064,-5461080,-6052960,-6644844,-7631228,-12104901,-4538177,-4473668,-4539975,-4606796,-4936018,-5331034,-5922659,-6580590,-11581897,-15790590,-4604998,-4540489,-5595493,-6847104,-5863032,-5662569,-5858405,-6978949,-13624308,-15857152,-4802893,-6056047,-7906485,-8498613,-8828091,-8370112,-10338255,-8300983,-11523042,-13956352,-5132116,-6911101,-11652068,-11719395,-11193816,-11129568,-11586008,-10863830,-12641778,-12187135,-5723482,-5527643,-6647410,-8096144,-7438726,-6582643,-6714229,-9348271,-13431551,-13432576,-6183519,-6052961,-5987938,-6054501,-6317930,-6647152,-7239292,-8028556,-12050929,-13432320,-6774631,-6709607,-6710122,-6842220,-6974321,-7369080,-8027271,-8618896,-9737894,-12962265,-7300205,-7300719,-7366769,-7498868,-7696248,-8091265,-8749197,-9275030,-9735326,-10129829,0
2896,'2019/09/19 12:21:58:428',28,-4601912,-6777201,-10333636,-10532046,-10598355,-11255256,-10002358,-9079969,-9210527,-9275806,-4602685,-4669505,-5395286,-5725281,-6713979,-6844022,-6250341,-6908274,-8684433,-14276584,-4538433,-4539204,-4540232,-4672332,-4936018,-5265241,-5791329,-6514541,-13094109,-16119552,-4670791,-4540489,-4936789,-6188401,-5664367,-5398881,-5595233,-7439242,-14741245,-15528444,-4803149,-5331036,-8299701,-8039090,-9485250,-8895686,-10403532,-8760764,-13034996,-14153216,-5197651,-6252653,-11454688,-11654119,-11719133,-11129568,-11651801,-10929623,-12971513,-12448508,-5723482,-5527387,-6515824,-8556697,-7701898,-6516594,-6582643,-9414064,-13366015,-13432320,-6183519,-6052705,-5987938,-6054244,-6252137,-6581102,-7173498,-8028556,-12116465,-13432063,-6774630,-6709607,-6710121,-6842222,-7039858,-7369081,-8092807,-8618897,-9803430,-12962008,-7300205,-7366255,-7432562,-7564662,-7827834,-8157057,-8748940,-9209493,-9669790,-10195366,0
2897,'2019/09/19 12:21:58:461',28,-4601912,-6711665,-10333634,-10532047,-10663891,-11255256,-10002357,-9079968,-9210528,-9275806,-4602685,-4603969,-5395286,-5725281,-6779771,-6844022,-6250341,-6908275,-8684433,-14276584,-4603969,-4539205,-4540232,-4672332,-4936018,-5265241,-5856865,-6580333,-13094365,-16119552,-4670791,-4540490,-5002325,-6188400,-5729903,-5398881,-5595233,-7439243,-14675709,-15528444,-4803149,-5265500,-8299701,-8104626,-9485250,-8895685,-10403532,-8760764,-12969460,-14153216,-5197652,-6252653,-11454688,-11719911,-11719133,-11129568,-11651801,-10929623,-12971514,-12448509,-5723482,-5527386,-6515824,-8556697,-7701898,-6451057,-6582643,-9414064,-13366271,-13432320,-6183520,-6052704,-5987938,-6054244,-6252136,-6515566,-7173242,-8028556,-12116721,-13432063,-6774631,-6709607,-6710122,-6842222,-7039858,-7369081,-8092807,-8684433,-9803430,-12962008,-7300205,-7366255,-7432561,-7564662,-7827834,-8157058,-8748940,-9209493,-9735325,-10195366,0
2898,'2019/09/19 12:21:58:494',28,-4601912,-6711665,-10333634,-10532047,-10663891,-11255256,-10002357,-9079968,-9210528,-9275806,-4602685,-4603969,-5395286,-5725281,-6779771,-6844022,-6250341,-6908275,-8684433,-14276584,-4603969,-4539205,-4540232,-4672332,-4936018,-5265241,-5856865,-6580333,-13094365,-16119552,-4670791,-4540490,-5002325,-6188400,-5729903,-5398881,-5595233,-7439243,-14675709,-15528444,-4803149,-5265500,-8299701,-8104626,-9485250,-8895685,-10403532,-8760764,-12969460,-14153216,-5197652,-6252653,-11454688,-11719911,-11719133,-11129568,-11651801,-10929623,-12971514,-12448509,-5723482,-5527386,-6515824,-8556697,-7701898,-6451057,-6582643,-9414064,-13366271,-13432320,-6183520,-6052704,-5987938,-6054244,-6252136,-6515566,-7173242,-8028556,-12116721,-13432063,-6774631,-6709607,-6710122,-6842222,-7039858,-7369081,-8092807,-8684433,-9803430,-12962008,-7300205,-7366255,-7432561,-7564662,-7827834,-8157058,-8748940,-9209493,-9735325,-10195366,0
2899,'2019/09/19 12:21:58:528',28,-4601912,-6711664,-10333634,-10532046,-10664146,-11255257,-10002358,-9079968,-9210528,-9275807,-4602685,-4603969,-5395286,-5725281,-6779772,-6844022,-6250597,-6973811,-8684433,-14276840,-4603969,-4539205,-4540232,-4672332,-4936018,-5265241,-5856866,-6580334,-13094365,-16119552,-4670792,-4540490,-5002326,-6188401,-5730160,-5398882,-5595234,-7504779,-14675709,-15528444,-4803149,-5331036,-8299701,-8104626,-9485250,-8895685,-10469069,-8760765,-12969459,-14153216,-5197651,-6252653,-11454688,-11719911,-11719133,-11129568,-11651801,-10929623,-12971514,-12448509,-5723482,-5527386,-6515825,-8556697,-7701898,-6451057,-6582643,-9414064,-13431807,-13432320,-6183519,-6052960,-5987938,-6054244,-6252137,-6515566,-7173498,-8028556,-12116721,-13432063,-6774631,-6709607,-6775658,-6842221,-7039858,-7369082,-8092807,-8684433,-9803431,-12962009,-7300205,-7366255,-7432562,-7630198,-7827835,-8157057,-8749197,-9209494,-9735326,-10195367,0
2900,'2019/09/19 12:21:58:563',28,-4601912,-6711664,-10333634,-10532046,-10663890,-11255257,-10002359,-9079968,-9210527,-9275806,-4602685,-4603969,-5461079,-5790817,-6779772,-6909559,-6250598,-6908274,-8684434,-14276840,-4603969,-4539205,-4540232,-4672332,-4936019,-5331033,-5856866,-6580335,-13094365,-16119552,-4670791,-4540489,-5002582,-6188401,-5730160,-5464418,-5595233,-7504779,-14741245,-15528444,-4803149,-5331293,-8299701,-8104626,-9485251,-8895686,-10469070,-8826301,-12969459,-14087680,-5197652,-6252654,-11454688,-11719911,-11719133,-11129568,-11651801,-10929623,-12971513,-12448509,-5723482,-5527387,-6515824,-8556440,-7701898,-6451056,-6582643,-9479600,-13366271,-13432320,-6183519,-6118497,-5987938,-6054244,-6252137,-6581101,-7173243,-8028556,-12116721,-13432063,-6774631,-6709607,-6775658,-6842222,-7039858,-7369081,-8092808,-8684433,-9803431,-12962008,-7365741,-7366255,-7432562,-7564660,-7827834,-8157057,-8748941,-9209493,-9735326,-10130087,0
2901,'2019/09/19 12:21:58:597',28,-4601912,-6711407,-10267841,-10532046,-10663891,-11255256,-10002358,-9079712,-9210527,-9275550,-4602685,-4669505,-5395543,-5725281,-6779772,-6844279,-6250597,-6973810,-8684434,-14276840,-4603970,-4539205,-4540232,-4672588,-5001811,-5331034,-5857122,-6580335,-13094365,-16119552,-4670791,-4606025,-5002582,-6188657,-5730160,-5464418,-5595233,-7504780,-14675709,-15528444,-4803149,-5331293,-8299702,-8104627,-9550787,-8961222,-10469326,-8826557,-12969459,-14153216,-5197651,-6252653,-11454688,-11719911,-11719133,-11129568,-11651545,-10929623,-12971514,-12448509,-5723483,-5527386,-6515825,-8490904,-7636362,-6451057,-6582643,-9414064,-13366271,-13432320,-6249056,-6052960,-5987938,-6054244,-6252137,-6581102,-7173242,-8028556,-12116721,-13432063,-6774630,-6709607,-6710377,-6842222,-7039858,-7369081,-8092807,-8684433,-9803430,-12962009,-7300206,-7366255,-7432562,-7564662,-7827834,-8157058,-8749196,-9209493,-9735326,-10195622,0
2902,'2019/09/19 12:21:58:631',28,-4601912,-6711407,-10267841,-10532047,-10664147,-11255256,-10002358,-9079712,-9210528,-9275549,-4602685,-4669505,-5395286,-5725280,-6779771,-6909559,-6250597,-6973811,-8684433,-14276840,-4603969,-4539461,-4540232,-4672332,-5001811,-5331034,-5922658,-6580591,-13028829,-16119552,-4670791,-4540490,-5002583,-6254193,-5795697,-5464674,-5595489,-7504779,-14675709,-15528444,-4803149,-5331293,-8365495,-8104627,-9485251,-8961477,-10534862,-8826557,-12969459,-14087680,-5197652,-6252654,-11454688,-11719911,-11784670,-11129568,-11651545,-10929623,-12971514,-12382972,-5723483,-5527643,-6515825,-8490903,-7636105,-6451056,-6582387,-9414063,-13366015,-13432320,-6183520,-6118497,-5987938,-6054244,-6252136,-6581102,-7173242,-8028556,-12116722,-13432063,-6774631,-6709607,-6775658,-6842221,-7039858,-7369081,-8092807,-8684433,-9803431,-12962009,-7365741,-7366255,-7498098,-7564661,-7827834,-8157057,-8749196,-9209494,-9735326,-10195366,0
2903,'2019/09/19 12:21:58:664',28,-4601912,-6645871,-10267583,-10532046,-10664146,-11255257,-10002358,-9014176,-9144735,-9210012,-4602685,-4669505,-5395286,-5725281,-6779515,-6909559,-6316134,-6973811,-8684433,-14276840,-4603969,-4539461,-4540232,-4672589,-5001811,-5331034,-5922659,-6646128,-13094366,-16119552,-4670791,-4606026,-5002583,-6254194,-5795953,-5464674,-5661026,-7504779,-14675709,-15528444,-4803149,-5331294,-8365493,-8104882,-9550787,-8961477,-10535118,-8826558,-12969459,-14087680,-5197908,-6252654,-11454688,-11785448,-11784669,-11129568,-11651544,-10929623,-12971514,-12448509,-5723482,-5527643,-6515824,-8490647,-7636105,-6385264,-6582387,-9414064,-13366271,-13432320,-6249056,-6118497,-5987938,-6054244,-6252136,-6581101,-7173242,-8028556,-12116722,-13432063,-6840167,-6775143,-6710378,-6842221,-6974322,-7369081,-8092808,-8684434,-9803431,-12962008,-7365741,-7366256,-7498098,-7564661,-7827835,-8157057,-8749197,-9209494,-9735327,-10195365,0
2904,'2019/09/19 12:21:58:697',28,-4601911,-6711407,-10267583,-10466509,-10598611,-11255256,-10002358,-9013918,-9144734,-9209757,-4602685,-4669505,-5395286,-5725280,-6779515,-6909558,-6316134,-6974067,-8684434,-14276840,-4603970,-4539461,-4540232,-4672589,-5001811,-5396571,-5922915,-6646128,-13094365,-16119552,-4670791,-4606026,-5068375,-6254194,-5795954,-5530211,-5661026,-7504779,-14675709,-15528444,-4803149,-5396830,-8365495,-8104883,-9550787,-8961478,-10535118,-8892093,-12969459,-14087680,-5197908,-6318190,-11520224,-11785448,-11784670,-11129568,-11651544,-10929623,-12971514,-12448508,-5723738,-5527643,-6515824,-8425110,-7636105,-6450800,-6582387,-9414064,-13366271,-13432320,-6249056,-6118497,-5987938,-6054244,-6252137,-6581101,-7173242,-8028555,-12116721,-13497599,-6840167,-6775143,-6775657,-6842221,-7039858,-7369081,-8092807,-8684433,-9803430,-12962008,-7365742,-7366255,-7498098,-7564405,-7762298,-8157058,-8749197,-9209493,-9735326,-10195367,0
2905,'2019/09/19 12:21:58:730',28,-4601911,-6645614,-10202047,-10466253,-10664148,-11320791,-10002101,-9013918,-9078941,-9209756,-4602685,-4669505,-5395029,-5725280,-6779515,-6844022,-6316134,-6974066,-8684434,-14276584,-4603970,-4539461,-4540232,-4672589,-5001812,-5396827,-5922915,-6711920,-13094365,-16119552,-4670791,-4540490,-5068375,-6254450,-5795954,-5530211,-5661026,-7504779,-14675709,-15528445,-4803149,-5397086,-8365495,-8104882,-9551044,-8961478,-10535118,-8892093,-12969203,-14153216,-5197908,-6252654,-11520225,-11785447,-11784925,-11129568,-11586008,-10929622,-12905978,-12448509,-5723739,-5593179,-6515824,-8490647,-7636104,-6385264,-6582386,-9414064,-13366271,-13432320,-6249056,-6118497,-6053474,-6054244,-6252136,-6515565,-7173241,-8028555,-12116722,-13432063,-6840167,-6775143,-6775914,-6842221,-7039857,-7369081,-8092807,-8684432,-9803431,-12962008,-7365741,-7431791,-7498098,-7564661,-7827834,-8157057,-8749197,-9209493,-9735327,-10195366,0
2906,'2019/09/19 12:21:58:763',28,-4601911,-6645614,-10136255,-10466252,-10664147,-11320792,-9936566,-8948125,-9078940,-9143963,-4602685,-4669505,-5329493,-5725281,-6713722,-6844022,-6316134,-6974067,-8684434,-14276840,-4603970,-4539460,-4540232,-4738125,-5002068,-5396827,-5988452,-6711921,-13094365,-16119552,-4670791,-4606282,-5068375,-6254451,-5795954,-5530211,-5661026,-7505036,-14675709,-15528445,-4803150,-5397086,-8365495,-8104883,-9551044,-8961478,-10535119,-8826557,-12969203,-14153216,-5197908,-6318190,-11520224,-11785703,-11784926,-11129568,-11586008,-10929623,-12971513,-12448508,-5723739,-5593179,-6450288,-8425111,-7636105,-6385264,-6582387,-9414064,-13431551,-13432320,-6249056,-6118497,-6053474,-6054244,-6252136,-6515565,-7173242,-8028556,-12116721,-13497599,-6840167,-6775144,-6775914,-6842221,-7039858,-7369081,-8092808,-8684432,-9803430,-12962008,-7365741,-7366256,-7498098,-7564406,-7827835,-8157057,-8749197,-9209493,-9735327,-10195622,0
2907,'2019/09/19 12:21:58:796',28,-4536375,-6645614,-10201534,-10400459,-10664148,-11320792,-9936309,-8882587,-9013148,-9143705,-4602685,-4669505,-5329236,-5725024,-6713722,-6843765,-6316390,-6974067,-8749970,-14276840,-4603970,-4539460,-4540232,-4738125,-5002068,-5462364,-5988708,-6712178,-13094365,-16119552,-4670792,-4606026,-5068376,-6319987,-5796210,-5530467,-5661027,-7505036,-14675709,-15528445,-4803149,-5397086,-8365494,-8104883,-9551044,-8961478,-10600655,-8892093,-12969203,-14087680,-5197908,-6318190,-11520224,-11785704,-11784926,-11129568,-11586008,-10929623,-12971513,-12448509,-5723738,-5593179,-6515567,-8425110,-7636104,-6385264,-6582387,-9414064,-13366015,-13432320,-6249056,-6118497,-6053474,-6054244,-6252136,-6581101,-7173241,-8028556,-12116465,-13432063,-6840167,-6775143,-6775914,-6842221,-7039858,-7369081,-8092808,-8618896,-9803430,-12896472,-7365742,-7366255,-7498098,-7564406,-7827834,-8157058,-8748941,-9209493,-9735327,-10195622,0
2908,'2019/09/19 12:21:58:830',28,-4536119,-6645357,-10135998,-10400203,-10663891,-11320793,-9870772,-8882332,-9013148,-9078169,-4602685,-4669505,-5329236,-5725024,-6713465,-6778229,-6316390,-6974067,-8749971,-14342377,-4603969,-4539461,-4540232,-4738125,-5067604,-5462620,-6054245,-6777714,-13094622,-16119552,-4670792,-4606282,-5068376,-6319987,-5861746,-5530467,-5726819,-7505036,-14675709,-15593981,-4868685,-5397086,-8365495,-8104883,-9551043,-8961479,-10535119,-8892094,-12969203,-14153216,-5197908,-6318190,-11520224,-11785704,-11784925,-11129568,-11586008,-10929623,-12971513,-12448509,-5723738,-5593179,-6515824,-8425110,-7636104,-6385264,-6582387,-9414064,-13366271,-13432320,-6249056,-6118497,-6053474,-6054500,-6252136,-6581101,-7173242,-8028556,-12116722,-13497599,-6840167,-6775143,-6775914,-6842221,-7039858,-7369081,-8092808,-8618896,-9803431,-12961752,-7365741,-7431791,-7498099,-7564405,-7827835,-8157058,-8748940,-9209493,-9735327,-10195623,0
2909,'2019/09/19 12:21:58:864',28,-4536118,-6645357,-10135996,-10400202,-10598355,-11320794,-9870515,-8882332,-9012891,-9078169,-4602685,-4669505,-5263443,-5725024,-6647928,-6778228,-6316391,-6974067,-8749971,-14342376,-4603969,-4539461,-4540232,-4738125,-5067605,-5528157,-6054501,-6843507,-13094622,-16119552,-4670792,-4606282,-5068376,-6319987,-5861747,-5596004,-5726819,-7570829,-14675709,-15594237,-4803149,-5397086,-8365495,-8104883,-9551044,-8961479,-10600912,-8892350,-12969203,-14087680,-5197908,-6318190,-11520224,-11850984,-11850462,-11129568,-11585752,-10929623,-12971513,-12448509,-5723739,-5593179,-6450288,-8425111,-7570568,-6385264,-6582387,-9414064,-13366271,-13432320,-6249057,-6118498,-6053474,-6054501,-6252137,-6515566,-7173241,-8028556,-12116465,-13497599,-6840167,-6775144,-6775914,-6842221,-7039858,-7369081,-8092807,-8684433,-9803430,-12961752,-7365742,-7432048,-7498098,-7564662,-7827835,-8157057,-8749197,-9209494,-9735327,-10195622,0
